group_num	term	label
1293	84067-8	LT Blood banking and transfusion medicine Note
1293	89797-5	LT Blood banking and transfusion medicine Telephone encounter Note
1293	94772-1	LT Blood banking and transfusion medicine Telehealth Note
1294	84085-0	LT Diabetology Group counseling note
1294	84089-2	LT Diabetology Outpatient Group counseling note
1295	84086-8	LT Diabetology Initial evaluation note
1295	84090-0	LT Diabetology Outpatient Initial evaluation note
1296	84091-8	LT Diabetology Outpatient Risk assessment and screening note
1296	84092-6	LT Diabetology Risk assessment and screening note
1297	84114-8	LT Geriatric medicine Hospital Note
1297	84119-7	LT Geriatric medicine Outpatient Note
1297	84123-9	LT Geriatric medicine Telephone encounter Note
1297	85445-5	LT Geriatric medicine Note
1297	94783-8	LT Geriatric medicine Telehealth Note
1298	84127-0	LT Surgery of the hand Hospital Note
1298	84128-8	LT Surgery of the hand Note
1298	84129-6	LT Surgery of the hand Outpatient Note
1299	84156-9	LT Hepatology Note
1299	84157-7	LT Hepatology Outpatient Note
1299	84159-3	LT Hepatology Telephone encounter Note
1300	84192-4	LT Mental health Admission evaluation note
1300	84200-5	LT Mental health Hospital Admission evaluation note
1301	84196-5	LT Mental health Custodial care facility Note
1301	84205-4	LT Mental health Long term care facility Note
1302	84247-6	LT Nurse Evaluation and management of anticoagulation note
1302	84265-8	LT Nurse Outpatient Evaluation and management of anticoagulation note
1303	84264-1	LT Nurse Surgical operation note
1303	84268-2	LT Nurse Outpatient Surgical operation note
1304	84290-6	LT Nutrition and dietetics Outpatient Risk assessment and screening note
1304	84291-4	LT Nutrition and dietetics Risk assessment and screening note
1305	84321-9	LT Physical therapy Outpatient Discharge summary
1305	84328-4	LT Physical therapy Hospital Discharge summary
1305	84331-8	LT Physical therapy Discharge summary
1306	84350-8	LT Palliative care Telephone encounter Note
1306	84355-7	LT Palliative care Outpatient Note
1306	84356-5	LT Palliative care Long term care facility Note
1306	84357-3	LT Palliative care Patient's home Note
1306	85435-6	LT Palliative care Note
1306	89886-6	LT Palliative care Telehealth Note
1307	84374-8	LT Orthopaedic surgery procedure note
1307	84375-5	LT Orthopaedic surgery Outpatient procedure note
1308	85155-0	LT Pharmacology Evaluation and management of hyperlipidemia note
1308	85165-9	LT Pharmacology Outpatient Evaluation and management of hyperlipidemia note
1309	85171-7	LT Custodial care facility Education note
1309	85193-1	LT Long term care facility Education note
1310	85172-5	LT Case manager Custodial care facility Note
1310	85224-4	LT Case manager Long term care facility Note
1311	85173-3	LT Custodial care facility Admission evaluation note
1311	85189-9	LT Long term care facility Admission evaluation note
1312	85176-6	LT Custodial care facility Discharge summary
1312	85192-3	LT Long term care facility Discharge summary
1313	85178-2	LT Custodial care facility Group counseling note
1313	85195-6	LT Long term care facility Group counseling note
1314	85180-8	LT Custodial care facility Risk assessment and screening note
1314	85197-2	LT Long term care facility Risk assessment and screening note
1315	85181-6	LT Custodial care facility Transfer summary note
1315	85187-3	LT Long term care facility Transfer summary note
1316	85182-4	LT Custodial care facility Plan of care note
1316	85186-5	LT Long term care facility Plan of care note
1317	85183-2	LT Internal medicine Custodial care facility Note
1317	85247-5	LT Internal medicine Long term care facility Note
1318	85219-4	LT Internal medicine Intensive care unit Transfer summary note
1318	85253-3	LT Internal medicine Transfer summary note
1319	85233-5	LT Internal medicine Attending Admission evaluation note
1319	85234-3	LT Internal medicine Attending Intensive care unit Admission evaluation note
1320	85236-8	LT Internal medicine procedure note
1320	85242-6	LT Internal medicine Intensive care unit procedure note
1321	85239-2	LT Internal medicine Intensive care unit Admission evaluation note
1321	85250-9	LT Internal medicine Admission evaluation note
1322	85240-0	LT Internal medicine Intensive care unit Discharge summary
1322	85243-4	LT Internal medicine Discharge summary
1323	85437-2	LT Family medicine Note
1323	93898-5	LT Family medicine Telephone encounter Note
1323	94779-6	LT Family medicine Telehealth Note
1324	85438-0	LT Neonatal perinatal medicine Note
1324	89880-9	LT Neonatal perinatal medicine Outpatient Note
1324	89894-0	LT Neonatal perinatal medicine Telehealth Note
1325	85439-8	LT Maternal and fetal medicine Note
1325	89808-0	LT Maternal and fetal medicine Telephone encounter Note
1326	85443-0	LT Hematology Note
1326	89804-9	LT Hematology Telephone encounter Note
1326	94786-1	LT Hematology Telehealth Note
1326	96337-1	LT Hematology Outpatient Note
1327	85444-8	LT Gynecologic oncology Note
1327	93896-9	LT Gynecologic oncology Telephone encounter Note
1328	85855-5	LT Womens health Telephone encounter Note
1328	85858-9	LT Womens health Outpatient Note
1328	85870-4	LT Womens health Note
1329	85860-5	LT Womens health Outpatient History and physical note
1329	85867-0	LT Womens health History and physical note
1330	85861-3	LT Womens health Nurse Outpatient Note
1330	85862-1	LT Womens health Nurse Note
1331	85864-7	LT Sleep medicine Note
1331	90711-3	LT Sleep medicine Outpatient Note
1331	90713-9	LT Sleep medicine Telehealth Note
1332	85866-2	LT Sleep medicine Consult note
1332	90712-1	LT Sleep medicine Telehealth Consult note
1333	85899-3	LT Community health care Consult note
1333	88640-8	LT Community health care Adult day care center Consult note
1334	85901-7	LT Community health care Note
1334	85903-3	LT Community health care Telephone encounter Note
1334	88642-4	LT Community health care Adult day care center Note
1335	85902-5	LT Community health care Nurse Note
1335	88643-2	LT Community health care Nurse Adult day care center Note
1336	85937-1	LT Gynecology Note
1336	89459-2	LT Gynecology Hospital Note
1336	89461-8	LT Gynecology Outpatient Note
1336	89465-9	LT Gynecology Telephone encounter Note
1336	89897-3	LT Gynecology Telehealth Note
1337	86348-0	LT MG Breast - left Guidance for needle localization and Breast specimen Views
1337	86360-5	LT MG Breast - right Guidance for needle localization and Breast specimen Views
1337	86416-5	LT MG Breast - bilateral Guidance for needle localization and Breast specimen Views
1338	86351-4	LT MG Guidance for additional aspiration of cyst of Breast - left
1338	86352-2	LT MG Guidance for additional aspiration of cyst of Breast - right
1339	86353-0	LT MG Guidance for placement of clip in Breast - left
1339	86354-8	LT MG Guidance for placement of clip in Breast - right
1340	86355-5	LT MG Guidance for additional needle localization of Breast - left
1340	86356-3	LT MG Guidance for additional needle localization of Breast - right
1341	86361-3	LT MG stereo Guidance for additional biopsy of Breast - left
1341	86362-1	LT MG stereo Guidance for additional biopsy of Breast - right
1342	86363-9	LT MG Guidance for additional vacuum biopsy of Breast - left
1342	86364-7	LT MG Guidance for additional vacuum biopsy of Breast - right
1343	86365-4	LT MG Guidance for vacuum biopsy of Breast - left
1343	86366-2	LT MG Guidance for vacuum biopsy of Breast - right
1344	86368-8	LT MG Breast - left Diagnostic for clinical call back
1344	86369-6	LT MG Breast - right Diagnostic for clinical call back
1345	86420-7	LT RF Gastrointestinal tract upper Views W air contrast PO and W barium contrast PO
1345	86427-2	LT RF Upper gastrointestinal tract and Small bowel Views W air contrast PO and W barium contrast PO
1346	86422-3	LT XR Abdomen and RF Gastrointestinal tract upper W water soluble contrast PO
1346	86424-9	LT XR Abdomen and RF Gastrointestinal tract upper W barium contrast PO
1347	86452-0	LT Ethics Note
1347	89800-7	LT Ethics Telephone encounter Note
1347	94778-8	LT Ethics Telehealth Note
1348	86462-9	LT DBT Breast - unilateral
1348	86463-7	LT DBT Breast - bilateral
1349	86997-4	LT Guidance for additional day infusion of thrombolytic of Vessel-- W thrombolytic via catheter
1349	87024-6	LT Guidance for additional day infusion of thrombolytic of Chest-- W thrombolytic via chest tube
1350	86998-2	LT Guidance for additional percutaneous mechanical thrombectomy of Vein
1350	86999-0	LT Guidance for additional percutaneous mechanical thrombectomy of Artery
1351	87001-4	LT Guidance for additional placement of stent of Artery
1351	87037-8	LT Guidance for additional placement of stent of Iliac artery
1351	87140-0	LT Guidance for additional placement of stent of Lower leg vessel
1352	87003-0	LT Guidance for additional vertebroplasty of Spine vertebra
1352	87026-1	LT Guidance for additional vertebroplasty of Thoracic spine
1352	87039-4	LT Guidance for additional vertebroplasty of Lumbar spine
1353	87004-8	LT Guidance for arthrocentesis of Intermediate joint
1353	87005-5	LT Guidance for arthrocentesis of Major joint
1353	87006-3	LT Guidance for arthrocentesis of Small joint
1353	87007-1	LT Guidance for arthrocentesis of Joint
1353	87008-9	LT Guidance for fluid aspiration of Bone marrow
1353	87012-1	LT Guidance for fluid aspiration of Lymph node
1353	87136-8	LT Guidance for arthrocentesis of Knee
1354	87009-7	LT Guidance for aspiration of cyst
1354	87010-5	LT Guidance for aspiration of cyst of Bone
1354	87040-2	LT Guidance for aspiration of cyst of Kidney
1355	87013-9	LT Guidance for percutaneous biopsy of Bone
1355	87014-7	LT Guidance for biopsy of Bone marrow
1355	87015-4	LT Guidance for biopsy of Lymph node
1355	87016-2	LT Guidance for biopsy of Soft tissue
1355	87027-9	LT Guidance for biopsy of Chest Pleura
1355	87028-7	LT Guidance for biopsy of Lung
1355	87029-5	LT Guidance for biopsy of Mediastinum
1355	87030-3	LT Guidance for biopsy of Neck or Chest Soft tissue
1355	87041-0	LT Guidance for percutaneous biopsy of Kidney
1355	87042-8	LT Guidance for percutaneous biopsy of Liver
1355	87043-6	LT Guidance for biopsy of Ureter
1355	87055-0	LT Guidance for biopsy of Pancreas
1355	87056-8	LT Guidance for biopsy of Abdomen
1355	87059-2	LT Guidance for biopsy of Biliary ducts
1355	87174-9	LT Guidance for biopsy of Muscle
1356	87020-4	LT Guidance for embolization of Artery
1356	87021-2	LT Guidance for embolization of Vein
1356	87022-0	LT Guidance for embolization of Vessels
1356	87145-9	LT Guidance for embolization of Brachial artery
1356	87181-4	LT Guidance for embolization of Uterine artery
1356	88933-7	LT Guidance for embolization of Portal vein-- W embolic agent IV
1356	88934-5	LT Guidance for embolization of Splenic artery-- W embolic agent IA
1357	87025-3	LT Guidance for additional level kyphoplasty of Thoracic spine
1357	87036-0	LT Guidance for additional level kyphoplasty of Lumbar spine
1358	87032-9	LT Guidance for cryoablation of Lung
1358	87049-3	LT Guidance for cryoablation of Kidney
1358	87050-1	LT Guidance for cryoablation of Liver
1359	87035-2	LT Guidance for exchange of CV catheter with port of Chest
1359	87142-6	LT Guidance for exchange of CV catheter with port of Upper extremity
1360	87038-6	LT Guidance for additional transluminal angioplasty of Iliac artery
1360	87139-2	LT Guidance for additional transluminal angioplasty of Lower leg
1360	88929-5	LT Guidance for additional transluminal angioplasty of Vein
1361	87057-6	LT Guidance for placement of fiducial marker in Abdomen
1361	87118-6	LT Guidance for placement of fiducial marker in Lung
1362	87058-4	LT Guidance for radiofrequency ablation of Kidney
1362	87071-7	LT Guidance for radiofrequency ablation of Liver
1362	87120-2	LT Guidance for radiofrequency ablation of Lung
1362	87176-4	LT Guidance for radiofrequency ablation of Bone
1362	87177-2	LT Guidance for radiofrequency ablation of Chest Pleura
1363	87062-6	LT Guidance for nerve block of Celiac plexus
1363	87125-1	LT Guidance for nerve block of Thoracic spine intercostal nerve
1363	87187-1	LT Guidance for nerve block of Nerve root
1363	87206-9	LT Guidance for nerve block of Peripheral nerve
1364	87067-5	LT Guidance for transjugular biopsy of Kidney
1364	87075-8	LT Guidance for transjugular biopsy of Liver
1365	87068-3	LT Guidance for transjugular biopsy and venography of Kidney
1365	87077-4	LT Guidance for transjugular biopsy and venography of Liver
1366	87070-9	LT Guidance for microwave ablation of Liver
1366	87119-4	LT Guidance for microwave ablation of Lung
1367	87087-3	LT Guidance for percutaneous transluminal angioplasty of Renal artery
1367	87095-6	LT Guidance for percutaneous transluminal angioplasty of Visceral artery
1367	87100-4	LT Guidance for percutaneous transluminal angioplasty of Thoracic and abdominal aorta
1367	87101-2	LT Guidance for percutaneous transluminal angioplasty of Brachiocephalic artery
1367	87129-3	LT Guidance for percutaneous transluminal angioplasty of Lower leg
1367	87133-5	LT Guidance for percutaneous transluminal angioplasty of Femoral artery and Popliteal artery
1367	87150-9	LT Guidance for percutaneous transluminal angioplasty of Iliac artery
1367	87166-5	LT Guidance for percutaneous transluminal angioplasty of Vein
1368	87089-9	LT Guidance for kyphoplasty of Lumbar spine
1368	87122-8	LT Guidance for kyphoplasty of Thoracic spine
1369	87090-7	LT Guidance for myelography of Lumbar spine
1369	87123-6	LT Guidance for myelography of Thoracic spine
1369	98284-3	LT Guidance for myelography of Thoracic and lumbar spine
1369	98285-0	LT Guidance for myelography of Cervical and thoracic and lumbar spine
1370	87091-5	LT Guidance for vertebroplasty of Lumbar spine
1370	87124-4	LT Guidance for vertebroplasty of Thoracic spine
1371	87092-3	LT Guidance for placement of venous filter in Inferior vena cava
1371	87128-5	LT Guidance for placement of venous filter in Superior vena cava
1372	87093-1	LT Guidance for removal of venous filter from Inferior vena cava
1372	87126-9	LT Guidance for removal of venous filter from Superior vena cava
1373	87094-9	LT Guidance for reposition of venous filter in Inferior vena cava
1373	87127-7	LT Guidance for reposition of venous filter in Superior vena cava
1374	87096-4	LT Guidance for placement of stent in Visceral artery
1374	87134-3	LT Guidance for placement of stent in Femoral artery and Popliteal artery
1374	87151-7	LT Guidance for placement of stent in Iliac artery
1374	87200-2	LT Guidance for placement of stent in Artery
1374	88937-8	LT Guidance for placement of stent in Biliary ducts
1374	88938-6	LT Guidance for placement of stent in Ureter
1375	87102-0	LT Guidance for initial day infusion of thrombolytic of Chest-- W thrombolytic via chest tube
1375	87193-9	LT Guidance for initial day infusion of thrombolytic of Artery-- W thrombolytic via catheter
1375	87195-4	LT Guidance for initial day infusion of thrombolytic of Vein-- W thrombolytic via catheter
1376	87106-1	LT Guidance for placement of CV catheter with port in Chest
1376	87141-8	LT Guidance for placement of CV catheter with port in Upper extremity
1377	87132-7	LT Guidance for injection of Ankle
1377	87135-0	LT Guidance for injection of Hip
1377	87137-6	LT Guidance for injection of Knee
1377	87146-7	LT Guidance for injection of Shoulder
1377	87147-5	LT Guidance for injection of Wrist
1377	87158-2	LT Guidance for injection of Tendon
