PartNumber	PartTypeName	PartName
LP64910-0	COMPONENT	Interferon.alpha Ab
LP64911-8	COMPONENT	Neutrophil cytoplasmic Ab.perinuclear.atypical
LP64912-6	COMPONENT	Onchocerca sp Ab.IgG
LP64913-4	COMPONENT	Onchocerca sp Ab.IgG2
LP64914-2	COMPONENT	Onchocerca sp Ab.IgG3
LP64915-9	COMPONENT	Papova virus SV40 DNA
LP64916-7	COMPONENT	Penicillin G Ab
LP64917-5	COMPONENT	Penicillin G Ab.IgG
LP64918-3	COMPONENT	Plasmodium falciparum Ab.IgG
LP64919-1	COMPONENT	Plasmodium ovale Ab.IgG
LP64920-9	COMPONENT	Plasmodium vivax Ab.IgG
LP64921-7	COMPONENT	TCL-1A Ag
LP64922-5	COMPONENT	Trypanosoma cruzi DNA
LP64923-3	COMPONENT	Vascular endothelial growth factor Ag
LP64924-1	COMPONENT	FH gene
LP64925-8	COMPONENT	POU3F4 gene
LP64926-6	COMPONENT	ABCB4 gene
LP64928-2	COMPONENT	Juniperus californica
LP64929-0	COMPONENT	Alpha hydroxytriazolam
LP64930-8	COMPONENT	Transforming growth factor beta 1
LP64931-6	COMPONENT	COL5A1 gene+COL5A2 gene
LP64932-4	COMPONENT	SMN1 gene+SMN2 gene
LP64933-2	COMPONENT	Peptide YY
LP64934-0	COMPONENT	Neuropeptide Y
LP64935-7	COMPONENT	Endothelin I
LP64936-5	COMPONENT	Camel dander
LP64973-8	COMPONENT	Aspergillus sp DNA
LP64974-6	COMPONENT	Influenza virus A H3 Ag
LP64975-3	COMPONENT	Alpha-1-Fetoprotein multiple of the median
LP64977-9	COMPONENT	HIV susceptibility panel
LP64979-5	COMPONENT	Hepatitis B virus codon 173
LP64980-3	COMPONENT	Hepatitis B virus codon 180
LP64981-1	COMPONENT	Hepatitis B virus codon 181
LP64982-9	COMPONENT	Hepatitis B virus codon 204
LP64983-7	COMPONENT	Hepatitis B virus codon 236
LP64984-5	COMPONENT	Hepatitis B virus codon 80
LP64985-2	COMPONENT	Hepatitis B virus resistance panel
LP64992-8	COMPONENT	Lymphocyte proliferation.beryllium stimulation panel
LP64993-6	COMPONENT	Metabolic syndrome
LP64996-9	COMPONENT	Heptacarboxylporphyrin II
LP64997-7	COMPONENT	Lymphocyte proliferation.concanavalin A stimulation
LP64998-5	COMPONENT	Lymphocyte proliferation.pokeweed mitogen stimulation
LP64999-3	COMPONENT	Alkaline phosphatase.macro
LP65005-8	COMPONENT	Protein.plr fld/Protein.serum
LP65007-4	COMPONENT	3-Hydroxysebacate.unsaturated
LP65008-2	COMPONENT	3-Hydroxysuberate.unsaturated
LP65009-0	COMPONENT	Adipate.unsaturated
LP65010-8	COMPONENT	Adipolactone
LP65023-1	COMPONENT	Suberate.unsaturated
LP65024-9	COMPONENT	Fibrillarin
LP65025-6	COMPONENT	Fibrillarin Ab
LP65026-4	COMPONENT	Siderocytes
LP65027-2	COMPONENT	Charcoal
LP65029-8	COMPONENT	Borrelia burgdorferi 35kD
LP65030-6	COMPONENT	Borrelia burgdorferi 35kD Ab
LP65031-4	COMPONENT	Borrelia burgdorferi 37kD
LP65032-2	COMPONENT	Borrelia burgdorferi 37kD Ab
LP65033-0	COMPONENT	Borrelia burgdorferi 18_20kD
LP65034-8	COMPONENT	Borrelia burgdorferi 18_20kD Ab
LP65035-5	COMPONENT	Borrelia burgdorferi 83_93kD
LP65036-3	COMPONENT	Borrelia burgdorferi 83_93kD Ab
LP65093-4	COMPONENT	Mixing studies
LP65094-2	COMPONENT	Fetal lung maturity panel
LP65095-9	COMPONENT	Transfusion end time
LP65096-7	COMPONENT	Transfusion start time
LP65098-3	COMPONENT	Sugar
LP65100-7	COMPONENT	(Arachis hypogaea+Bean white+Glycine max+Lens esculenta+Pisum sativum)
LP65101-5	COMPONENT	Narcissus sp
LP65102-3	COMPONENT	Mahogany wood dust
LP65103-1	COMPONENT	Oak wood dust
LP65104-9	COMPONENT	Callistephus chinesi
LP65105-6	COMPONENT	Cephalosporin
LP65127-0	COMPONENT	Advanced oxidation protein products
LP65128-8	COMPONENT	Bilirubin+Urobilinogen
LP65129-6	COMPONENT	Basal metabolic rate index
LP65130-4	COMPONENT	Protein carbonyl
LP65131-2	COMPONENT	Glomerular filtration rate/1.73 sq M.predicted.female
LP65132-0	COMPONENT	Hemicystine
LP65133-8	COMPONENT	Iohexol renal clearance
LP65134-6	COMPONENT	Nutritional risk index
LP65135-3	COMPONENT	Fractional excretion of phosphate
LP65136-1	COMPONENT	Tetradecanedioate
LP65137-9	COMPONENT	Tetradecenedioate
LP65138-7	COMPONENT	Urea renal clearance
LP65139-5	COMPONENT	Body weight
LP65143-7	COMPONENT	2-Methyl-3-Hydroxybutyrylcarnitine (C5-OH)
LP65144-5	COMPONENT	21-Deoxycortisol
LP65147-8	COMPONENT	Adipoylcarnitine+Methylglutarylcarnitine (C6-DC)
LP65148-6	COMPONENT	Calcitonin Calcium & Pentagastrin challenge panel
LP65154-4	COMPONENT	Magnolia grandiflora
LP65155-1	COMPONENT	Wine vinegar
LP65156-9	COMPONENT	Arterial-mixed venous oxygen saturation difference
LP65157-7	COMPONENT	Arterial-venous oxygen saturation difference
LP65158-5	COMPONENT	Neonatal bilirubin panel
LP65159-3	COMPONENT	Iron & Iron binding capacity panel
LP65160-1	COMPONENT	Occult blood panel
LP65261-7	COMPONENT	Cholesterol.in VLDL 1+2+3
LP65262-5	COMPONENT	Cholesterol.in LDL.narrow density
LP65263-3	COMPONENT	Cholesterol.in IDL+Cholesterol.in VLDL 3
LP65264-1	COMPONENT	Borrelia burgdorferi 18_20kD Ab.IgG
LP65265-8	COMPONENT	Borrelia burgdorferi 18_20kD Ab.IgM
LP65266-6	COMPONENT	Borrelia burgdorferi 35kD Ab.IgG
LP65267-4	COMPONENT	Borrelia burgdorferi 35kD Ab.IgM
LP65268-2	COMPONENT	Borrelia burgdorferi 37kD Ab.IgG
LP65269-0	COMPONENT	Borrelia burgdorferi 37kD Ab.IgM
LP65270-8	COMPONENT	Borrelia burgdorferi 83_93kD Ab.IgG
LP65271-6	COMPONENT	Borrelia burgdorferi 83_93kD Ab.IgM
LP65272-4	COMPONENT	Hepatitis C virus RNA panel
LP65274-0	COMPONENT	Legionella pneumophila 1+2+3+4+5+6 Ab.IgM
LP65275-7	COMPONENT	Legionella sp Ab.IgG
LP65276-5	COMPONENT	aPTT panel
LP65279-9	COMPONENT	Functional shunt volume
LP65304-5	COMPONENT	Collection interval from baseline
LP65312-8	COMPONENT	Prekeratocytes
LP65315-1	COMPONENT	Renal function panel & Glomerular filtration rate.predicted
LP65316-9	COMPONENT	Reticulocytes panel
LP65317-7	COMPONENT	2-Dechloroethylifosfamide
LP65319-3	COMPONENT	4-Hydroxyifosfamide
LP65328-4	COMPONENT	3-Hydroxymyristoleylcarnitine (C14:1-OH)
LP65331-8	COMPONENT	6-Hydroxyheptanoate
LP65332-6	COMPONENT	Allantoine
LP65333-4	COMPONENT	SLC6A4 gene
LP65335-9	COMPONENT	BCL10 Ag
LP65336-7	COMPONENT	Caldesmon Ag
LP65337-5	COMPONENT	CD138 Ag
LP65338-3	COMPONENT	CD7 Ag
LP65339-1	COMPONENT	Clusterin Ag
LP65340-9	COMPONENT	Cytokeratin 5 Ag
LP65341-7	COMPONENT	Galectin 3 Ag
LP65342-5	COMPONENT	CD235a Ag
LP65343-3	COMPONENT	Granzyme B Ag
LP65344-1	COMPONENT	HBME-1 Ag
LP65345-8	COMPONENT	Hepatocyte Ag
LP65346-6	COMPONENT	MLH-1 Ag
LP65347-4	COMPONENT	MSH-2 Ag
LP65348-2	COMPONENT	MSH-6 Ag
LP65349-0	COMPONENT	MUM-1 Ag
LP65350-8	COMPONENT	Neu-N Ag
LP65351-6	COMPONENT	PMS-2 Ag
LP65352-4	COMPONENT	WT-1 Ag
LP65361-5	COMPONENT	Acylglycines panel
LP65362-3	COMPONENT	Alpha-beta crystallin Ag
LP65364-9	COMPONENT	Ependymal+Choroid plexus cells
LP65365-6	COMPONENT	Eosinophils.band form
LP65366-4	COMPONENT	Myelocytes.eosinophilic
LP65367-2	COMPONENT	Nucleated cells
LP65368-0	COMPONENT	von Willebrand factor.collagen binding activity
LP65373-0	COMPONENT	Alpha-1-Microglobulin.placental
LP65374-8	COMPONENT	Parakeet+Parrot droppings
LP65469-6	COMPONENT	Coagulation factor II circulating inhibitor
LP65470-4	COMPONENT	Coagulation surface induced circulating inhibitor
LP65472-0	COMPONENT	3-Keto n-Valerate
LP65473-8	COMPONENT	Cytokeratin 19 Ag
LP65482-9	COMPONENT	Molecular diagnostic major findings for display
LP65483-7	COMPONENT	Molecular diagnostic overall interpretation
LP65484-5	COMPONENT	Narrative diagnostic report
LP65485-2	COMPONENT	Clinical genetic report summary panel
LP65486-0	COMPONENT	Coagulation dilute Russell viper venom induced/Coagulation dilute Russell viper venom induced.excess phospholipid
LP65487-8	COMPONENT	Body temperature
LP65491-0	COMPONENT	Other cells
LP65492-8	COMPONENT	Cholesterol.in HDL 2+3
LP65493-6	COMPONENT	Coagulation dilute Russell viper venom induced.excess phospholipid
LP65494-4	COMPONENT	Iohexol
LP65523-0	COMPONENT	Everolimus
LP65524-8	COMPONENT	Respiratory virus DNA+RNA
LP65525-5	COMPONENT	Cytomegalovirus+Epstein Barr virus
LP65526-3	COMPONENT	Malondialdehyde.free
LP65529-7	COMPONENT	Gastric analysis panel
LP65530-5	COMPONENT	Maternal screen for fetal abnormalities such as Open Neural Tube Defects, Trisomy 21 or Trisomy 18 panel
LP65531-3	COMPONENT	Adenosine monophosphate.cyclic stimulation panel
LP65533-9	COMPONENT	Glucose screen gestational panel
LP65534-7	COMPONENT	Lactose challenge panel
LP65535-4	COMPONENT	Triple bolus stimulation panel
LP65536-2	COMPONENT	Glucose tolerance 3H panel
LP65537-0	COMPONENT	Glucose tolerance 4H panel
LP65538-8	COMPONENT	Glucose tolerance 5H panel
LP65539-6	COMPONENT	Glucose tolerance 6H panel
LP65558-6	COMPONENT	HPA-1a
LP65559-4	COMPONENT	HPA-2
LP65560-2	COMPONENT	HPA-15
LP65561-0	COMPONENT	HPA-1
LP65562-8	COMPONENT	HPA-3
LP65563-6	COMPONENT	HPA-4
LP65564-4	COMPONENT	HPA-5
LP65565-1	COMPONENT	HPA-6
LP65566-9	COMPONENT	HPA panel
LP65568-5	COMPONENT	Harmonia axyridis
LP65569-3	COMPONENT	Populus balsamifera
LP65570-1	COMPONENT	Cupressus macrocarpa
LP65571-9	COMPONENT	Macrocheira kaempferi
LP65573-5	COMPONENT	Bixa orellana seed
LP65575-0	COMPONENT	Cells.CD3+CD57+
LP65576-8	COMPONENT	Cells.CD3+CD8+CD57+
LP65577-6	COMPONENT	Neisseria meningitidis serogroups Ag panel
LP65578-4	COMPONENT	Glucose tolerance 2H gestational panel
LP65579-2	COMPONENT	Glucose tolerance 3H gestational panel
LP65581-8	COMPONENT	Latex recombinant (rHev b) 1
LP65582-6	COMPONENT	Latex recombinant (rHev b) 11
LP65583-4	COMPONENT	Latex recombinant (rHev b) 6.01
LP65584-2	COMPONENT	Latex recombinant (rHev b) 6.02
LP65585-9	COMPONENT	Lupinus albus seed
LP65588-3	COMPONENT	Basophils.band form
LP65589-1	COMPONENT	Chromosome analysis.interphase panel
LP65597-4	COMPONENT	Transfuse antithrombin
LP65598-2	COMPONENT	Erythrocyte agglutination
LP65599-0	COMPONENT	Leukocyte toxic vacuoles
LP65600-6	COMPONENT	Calcium-phosphorus product panel
LP65601-4	COMPONENT	Semen analysis post vasectomy panel
LP65602-2	COMPONENT	PRKCG gene
LP65607-1	COMPONENT	Thyroxine binding protein pattern
LP65608-9	COMPONENT	PRKCG gene.CAG repeats
LP65610-5	COMPONENT	11-Dehydro thromboxane beta 2
LP65661-8	COMPONENT	Plasmodium sp lactate dehydrogenase
LP65662-6	COMPONENT	Coxsackievirus A9+B1+B2+B3+B4+B5+B6
LP65663-4	COMPONENT	Coxsackievirus A9+B1+B2+B3+B4+B5+B6 Ab
LP65664-2	COMPONENT	Influenza virus A matrix protein
LP65665-9	COMPONENT	Influenza virus A nucleoprotein
LP65666-7	COMPONENT	Influenza virus A non-structural protein
LP65667-5	COMPONENT	Influenza virus A polymerase A
LP65668-3	COMPONENT	Influenza virus A polymerase B1
LP65669-1	COMPONENT	Influenza virus A polymerase B2
LP65670-9	COMPONENT	Influenza virus A.adamantane resistant
LP65671-7	COMPONENT	Influenza virus A.adamantane resistant RNA
LP65672-5	COMPONENT	Influenza virus A.neuraminidase inhibitor resistance
LP65673-3	COMPONENT	Influenza virus susceptibility panel
LP65674-1	COMPONENT	Influenza virus A polymerase
LP65677-4	COMPONENT	Rumex obtusifolius
LP65679-0	COMPONENT	VKORC1 gene
LP65680-8	COMPONENT	Serotonin release
LP65681-6	COMPONENT	Reticulum cell
LP65683-2	COMPONENT	Serotonin release 0.1 IU/mL heparin
LP65684-0	COMPONENT	Serotonin release 100 U/mL heparin.porcine
LP65686-5	COMPONENT	Serotonin release 0.1 U/mL heparin.porcine
LP65688-1	COMPONENT	Serotonin release interpretation
LP65689-9	COMPONENT	Serotonin release.heparin.porcine interpretation
LP65690-7	COMPONENT	Serotonin release.heparin.low molecular weight interpretation
LP65692-3	COMPONENT	Serotonin release.heparin.porcine panel
LP65693-1	COMPONENT	Serotonin release.heparin.low molecular weight panel
LP65694-9	COMPONENT	Serotonin release.heparin.porcine & low molecular weight panel
LP65728-5	COMPONENT	F13A1 gene
LP65729-3	COMPONENT	F13A1 gene.p.Val34Leu
LP65730-1	COMPONENT	Hirudin
LP65732-7	COMPONENT	Ganglioside GM2 Ab.IgG
LP65733-5	COMPONENT	Ganglioside GM2 Ab.IgM
LP65734-3	COMPONENT	Ganglioside GQ1b Ab.IgG
LP65735-0	COMPONENT	Ganglioside GQ1b Ab.IgM
LP65737-6	COMPONENT	HIV 1 RNA panel
LP65738-4	COMPONENT	Allergen.miscellaneous Ab.IgG
LP65739-2	COMPONENT	Allergen.miscellaneous Ab
LP65740-0	COMPONENT	Cytomegalovirus+Epstein Barr virus DNA
LP65741-8	COMPONENT	Chlamydophila pneumoniae Ab.IgA & IgG & IgM
LP65747-5	COMPONENT	Cytokeratin cells
LP65748-3	COMPONENT	HIV 1 tropism
LP65750-9	COMPONENT	Protein.monoclonal band 3
LP65751-7	COMPONENT	Protein.monoclonal band 4
LP65752-5	COMPONENT	Osmotic fragility.beginning hemolysis
LP65753-3	COMPONENT	Osmotic fragility.full hemolysis
LP65754-1	COMPONENT	Palladium
LP65821-8	COMPONENT	B Ab.IgG
LP65822-6	COMPONENT	B Ab.IgM
LP65823-4	COMPONENT	A Ab.IgM
LP65824-2	COMPONENT	A Ab.IgG
LP65840-8	COMPONENT	Hydroxyestrone
LP65841-6	COMPONENT	Ifosfamide
LP65871-3	COMPONENT	Vanillylmandelate & Creatinine
LP65872-1	COMPONENT	Manual differential performed
LP65874-7	COMPONENT	Epstein Barr virus early diffuse
LP65875-4	COMPONENT	Epstein Barr virus early diffuse Ab.IgG
LP65876-2	COMPONENT	Epstein Barr virus early restricted
LP65877-0	COMPONENT	XXX blood group
LP65878-8	COMPONENT	Indirect antiglobulin test.XXX reagent
LP65879-6	COMPONENT	XXX blood group Ab.IgG
LP65880-4	COMPONENT	XXX blood group Ab.IgM
LP65881-2	COMPONENT	Liley Zone
LP65882-0	COMPONENT	XXX blood group Ab
LP65886-1	COMPONENT	Echovirus 5 Ab
LP65887-9	COMPONENT	Cells.CD38+CD138+
LP65888-7	COMPONENT	Echovirus 5
LP65889-5	COMPONENT	CBir1
LP65890-3	COMPONENT	CBir1 Ab
LP65891-1	COMPONENT	Horowitz index
LP65897-8	COMPONENT	BRCA1+BRCA2 gene
LP65898-6	COMPONENT	Complement C8.functional
LP65899-4	COMPONENT	Lipoprotein midband A
LP65900-0	COMPONENT	Lipoprotein midband B
LP65901-8	COMPONENT	Lipoprotein midband C
LP65902-6	COMPONENT	Direct antiglobulin test.XXX reagent
LP65903-4	COMPONENT	Triticum aestivum native (nTri a) 19
LP65904-2	COMPONENT	Cells.CD3-CD16+CD56+CD244+
LP65905-9	COMPONENT	Cells.BCLXL
LP65906-7	COMPONENT	Blasts.CD1
LP65907-5	COMPONENT	Blasts.cytoplasmic CD117
LP65908-3	COMPONENT	Blasts.CD117
LP65909-1	COMPONENT	Blasts.CD11a
LP65910-9	COMPONENT	Blasts.CD11b
LP65911-7	COMPONENT	Blasts.CD11c
LP65912-5	COMPONENT	Blasts.CD123
LP65913-3	COMPONENT	Blasts.CD126
LP65914-1	COMPONENT	Blasts.CD127
LP65915-8	COMPONENT	Blasts.cytoplasmic CD13
LP65916-6	COMPONENT	Blasts.CD135
LP65917-4	COMPONENT	Blasts.CD15
LP65918-2	COMPONENT	Blasts.CD16
LP65919-0	COMPONENT	Blasts.cytoplasmic CD179a
LP65920-8	COMPONENT	Blasts.CD179a
LP65921-6	COMPONENT	Blasts.CD1a
LP65922-4	COMPONENT	Blasts.cytoplasmic CD2
LP65923-2	COMPONENT	Blasts.CD21
LP65924-0	COMPONENT	Blasts.cytoplasmic CD22
LP65925-7	COMPONENT	Blasts.CD22
LP65926-5	COMPONENT	Blasts.CD23
LP65927-3	COMPONENT	Blasts.CD24
LP65928-1	COMPONENT	Blasts.CD25
LP65929-9	COMPONENT	Blasts.cytoplasmic CD3
LP65930-7	COMPONENT	Blasts.CD3
LP65931-5	COMPONENT	Blasts.CD3+CD16+CD56+
LP65932-3	COMPONENT	Blasts.CD30
LP65933-1	COMPONENT	Blasts.CD33+CD34+
LP65934-9	COMPONENT	Blasts.cytoplasmic CD34
LP65935-6	COMPONENT	Blasts.CD34+CD117+
LP65936-4	COMPONENT	Blasts.CD36
LP65937-2	COMPONENT	Blasts.CD36+CD235a+
LP66071-9	COMPONENT	Ropivacaine
LP66072-7	COMPONENT	4-Hydroxybupivacaine
LP66073-5	COMPONENT	Desbutylbupivacaine
LP66074-3	COMPONENT	Cells.CD13+CD33+HLA-DR+
LP66075-0	COMPONENT	Cells.CD4+CD7-
LP66076-8	COMPONENT	Cells.CD4+CD7-CD26-
LP66077-6	COMPONENT	Cells.CD4+CD7-CD49d-
LP66078-4	COMPONENT	Cells.CD19+CD43+
LP66079-2	COMPONENT	Cells.CD56+CD57+
LP66080-0	COMPONENT	Cells.CD19+CD58+
LP66081-8	COMPONENT	Views & view AP
LP66082-6	COMPONENT	Guidance for transjugular placement of transjugular intrahepatic portosystemic shunt
LP66091-7	COMPONENT	CD81
LP66092-5	COMPONENT	Cells.CD65w
LP66093-3	COMPONENT	Cells.CD81
LP66094-1	COMPONENT	Streptococcus pneumoniae capsular polysaccharide
LP66095-8	COMPONENT	Streptococcus pneumoniae capsular polysaccharide Ab
LP66096-6	COMPONENT	Streptococcus pneumoniae capsular polysaccharide Ab.IgG
LP66097-4	COMPONENT	Streptococcus pneumoniae capsular polysaccharide Ab.IgG2
LP66098-2	COMPONENT	Lymphocyte proliferation.100 umol beryllium stimulation
LP66099-0	COMPONENT	ATN1 gene allele 1.CAG repeats
LP66100-6	COMPONENT	ATN1 gene allele 2.CAG repeats
LP66101-4	COMPONENT	Influenza virus A H1 Ag
LP66102-2	COMPONENT	Phosphoethanolamine Ab
LP66103-0	COMPONENT	Phosphoethanolamine Ab.IgA
LP66104-8	COMPONENT	Phosphoserine Ab
LP66105-5	COMPONENT	Phosphoserine Ab.IgA
LP66106-3	COMPONENT	Phosphoserine Ab.IgG
LP66107-1	COMPONENT	Phosphoethanolamine Ab.IgM
LP66108-9	COMPONENT	Phosphoethanolamine Ab.IgG
LP66109-7	COMPONENT	Phosphoserine Ab.IgM
LP66110-5	COMPONENT	Rabbit Ab
LP66111-3	COMPONENT	Leishmania donovani Ab.IgG & IgM
LP66112-1	COMPONENT	Leishmania tropica Ab.IgG & IgM
LP66128-7	COMPONENT	Fosamprenavir+Ritonavir
LP66129-5	COMPONENT	Environmental stressors panel
LP66331-7	COMPONENT	Domperidone
LP66332-5	COMPONENT	3-Hydroxyisovalerylcarnitine+2-Methyl,3-Hydroxybutyrylcarnitine (C5-OH)
LP66333-3	COMPONENT	Butyrylcarnitine+Isobutyrylcarnitine (C4)
LP66334-1	COMPONENT	Glutarylcarnitine (C5-DC)+3-Hydroxydecanoylcarnitine (C10-OH)
LP66335-8	COMPONENT	Methylmalonylcarnitine+Succinylcarnitine (C4-DC)
LP66336-6	COMPONENT	Tiglylcarnitine (C5:1)
LP66338-2	COMPONENT	Protein.monoclonal band 1
LP66340-8	COMPONENT	Insulin XXX challenge panel
LP66381-2	COMPONENT	Betula verrucosa recombinant (rBet v) 2+4
LP66382-0	COMPONENT	(Citrus sinensis+Citrus limon+Citrus paradisi+Citrus reticulata)
LP66383-8	COMPONENT	(Aspergillus fumigatus+Aspergillus niger+Aspergillus terreus+Aspergillus flavus)
LP66384-6	COMPONENT	Anisochromasia
LP66385-3	COMPONENT	Anulocytes
LP66386-1	COMPONENT	Dyserythropoiesis
LP66390-3	COMPONENT	Hemoglobin A2+C
LP66392-9	COMPONENT	Platelets.reticulated
LP66393-7	COMPONENT	Plateletcrit
LP66394-5	COMPONENT	Micromegakaryocytes
LP66395-2	COMPONENT	Mean sphered cell volume
LP66396-0	COMPONENT	Reticulocytes.high light scatter
LP66397-8	COMPONENT	Hemoglobin A2+E
LP66398-6	COMPONENT	Macroblasts
LP66400-0	COMPONENT	Erythrocyte aggregates
LP66401-8	COMPONENT	Platelet anisocytosis
LP66402-6	COMPONENT	Brickdust deposit
LP66403-4	COMPONENT	Erythrocytes.non-dysmorphic
LP66404-2	COMPONENT	Monocytoid cells
LP66405-9	COMPONENT	Megakaryocytic nuclei
LP66406-7	COMPONENT	SLC14A1 gene
LP66442-2	COMPONENT	Core respiratory allergens panel
LP66443-0	COMPONENT	Alphavirus
LP66444-8	COMPONENT	Alphavirus RNA
LP66445-5	COMPONENT	Streptococcus pneumoniae DNA & Haemophilus influenza DNA & Pseudomonas aeruginosa DNA
LP66599-9	COMPONENT	Carumonam
LP66602-1	COMPONENT	Ganglioside Ab.IgG
LP66603-9	COMPONENT	Ganglioside Ab.IgM
LP66604-7	COMPONENT	Paromomycin
LP66605-4	COMPONENT	Budgerigar droppings Ab.IgG
LP66606-2	COMPONENT	Budgerigar droppings Ab
LP66607-0	COMPONENT	Canary feather Ab.IgG
LP66608-8	COMPONENT	Canary feather Ab
LP66609-6	COMPONENT	Parrot feather Ab.IgG
LP66610-4	COMPONENT	Parrot feather Ab
LP66611-2	COMPONENT	Pigeon feather Ab.IgG
LP66612-0	COMPONENT	Pigeon feather Ab
LP66613-8	COMPONENT	Rabies virus RNA
LP66614-6	COMPONENT	IgE Ab
LP66615-3	COMPONENT	Chikungunya virus RNA
LP66616-1	COMPONENT	Flavivirus RNA
LP66617-9	COMPONENT	Lymphocytic choriomeningitis virus RNA
LP66640-1	COMPONENT	YY1 gene
LP66641-9	COMPONENT	CFH gene
LP66643-5	COMPONENT	CILD2 gene
LP66644-3	COMPONENT	POMT1 gene
LP66645-0	COMPONENT	POMT2 gene
LP66646-8	COMPONENT	RAI1 gene
LP66648-4	COMPONENT	Borrelia burgdorferi G39_40 Ab.IgG
LP66649-2	COMPONENT	Borrelia burgdorferi G39_40 Ab
LP66650-0	COMPONENT	Borrelia burgdorferi G39_40
LP66655-9	COMPONENT	Cells.CD3+CD4-CD8-CD45+
LP66658-3	COMPONENT	Borrelia burgdorferi 49736 Ab.IgM
LP66659-1	COMPONENT	Borrelia burgdorferi 49736 Ab.IgG
LP66660-9	COMPONENT	Borrelia burgdorferi 49736 Ab
LP66661-7	COMPONENT	Borrelia burgdorferi 49736 Ab.IgA
LP66662-5	COMPONENT	Borrelia burgdorferi 49736
LP66663-3	COMPONENT	Drugs of abuse 7 & Alcohol & Tricyclics panel
LP66687-2	COMPONENT	Bordetella parapertussis Ab.IgG
LP66689-8	COMPONENT	Herpes virus 6 Ab.IgG & IgM
LP66690-6	COMPONENT	Chlamydia trachomatis L2 Ab.IgA & IgG & IgM
LP66691-4	COMPONENT	Borrelia burgdorferi Ab.IgA & IgG & IgM
LP66692-2	COMPONENT	Giardia lamblia Ab.IgA & IgG & IgM
LP66693-0	COMPONENT	Helicobacter pylori Ab.IgA & IgG & IgM
LP66694-8	COMPONENT	Trypanosoma cruzi Ab.IgG & IgM
LP66695-5	COMPONENT	Dengue virus Ab.IgG & IgM
LP66696-3	COMPONENT	HIV 2 Ab Signal/Cutoff
LP66697-1	COMPONENT	Hepatitis C virus Ab.IgM
LP66698-9	COMPONENT	Echovirus Ab.IgG
LP66699-7	COMPONENT	Echovirus Ab.IgM
LP66700-3	COMPONENT	Plasmodium falciparum Ab.IgM
LP66701-1	COMPONENT	Ganglioside
LP66702-9	COMPONENT	Ganglioside Ab
LP66703-7	COMPONENT	Creatinine renal clearance/1.73 sq M.predicted.male
LP66704-5	COMPONENT	Creatinine renal clearance/1.73 sq M.predicted.female
LP66719-3	COMPONENT	Alkaline phosphatase.intestinal 2
LP66720-1	COMPONENT	Alkaline phosphatase.intestinal 3
LP66723-5	COMPONENT	Budgerigar serum proteins+feathers+droppings
LP66724-3	COMPONENT	Budgerigar serum proteins+feathers+droppings Ab.IgG
LP66725-0	COMPONENT	Budgerigar serum proteins+feathers+droppings Ab
LP66726-8	COMPONENT	Pigeon serum proteins+feathers+droppings Ab.IgG
LP66727-6	COMPONENT	Pigeon serum proteins+feathers+droppings Ab
LP66728-4	COMPONENT	Pigeon serum proteins+feathers+droppings
LP66729-2	COMPONENT	Parrot serum proteins+feathers+droppings Ab.IgG
LP66730-0	COMPONENT	Parrot serum proteins+feathers+droppings Ab
LP66731-8	COMPONENT	Parrot serum proteins+feathers+droppings
LP66732-6	COMPONENT	(Alternaria alternata+Cladosporium herbarum+Mucor racemosus+Penicillium notatum) Ab.IgG
LP66733-4	COMPONENT	(Alternaria alternata+Cladosporium herbarum+Mucor racemosus+Penicillium notatum) Ab
LP66734-2	COMPONENT	(Alternaria alternata+Cladosporium herbarum+Mucor racemosus+Penicillium notatum)
LP66735-9	COMPONENT	(Saccharopolyspora rectivirgula+Thermoactinomyces vulgaris)
LP66736-7	COMPONENT	(Saccharopolyspora rectivirgula+Thermoactinomyces vulgaris) Ab
LP66737-5	COMPONENT	(Saccharopolyspora rectivirgula+Thermoactinomyces vulgaris) Ab.IgG
LP66738-3	COMPONENT	Staphylococcus aureus TSST-1
LP66739-1	COMPONENT	HIV 1 Ab+Ag
LP66773-0	COMPONENT	Washed packed erythrocytes
LP66774-8	COMPONENT	Frozen erythrocytes
LP66775-5	COMPONENT	Transfuse platelet concentrate
LP66776-3	COMPONENT	Platelet concentrate
LP66777-1	COMPONENT	Varicella zoster virus immune globulin ordered
LP66778-9	COMPONENT	Transfuse fresh frozen plasma
LP66779-7	COMPONENT	Transfuse packed erythrocytes
LP66780-5	COMPONENT	Transfuse pooled platelets
LP66836-5	COMPONENT	Ependymal cells
LP66838-1	COMPONENT	HLA-A+B+Bw+DR
LP66840-7	COMPONENT	Escherichia coli shiga-like toxin 1
